id,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20
sample_0010,1,35.22309750707453,-0.05936745123140444,3,35.58459112449705,-0.3673817746490206,46,96.94728204271883,-1.5779646742033726,40,74.28780757183507,-0.9313743018097279,21,87.61397846840072,0.19286967649813178,20,9.483261381920883,-1.1665887465311566,33,57.83213986425009
sample_0011,40,85.65719886833357,1.3091366419632775,54,24.987621016547767,1.3801159295754988,84,50.25669767893975,0.0050870321814767425,61,49.00425201695773,-0.47635361447875973,49,52.57888435355464,0.8945914825692303,62,87.69014678307279,1.8755194448160222,36,24.620164344846074
sample_0012,82,39.60544774354668,-1.8688030582824706,65,61.621739629413916,-0.6366987639755308,45,17.562478132883818,-1.4906645462979324,51,43.02285034020821,-1.2626428850405527,15,88.92900220719557,-0.19060853575922052,91,3.112014570324839,-0.41920406101641394,40,67.32980610196827
sample_0013,81,19.9156897597067,0.41547515150624903,66,49.887282115388096,0.7771558744368304,57,65.86225089630943,0.22271583962228547,65,40.6988088790125,0.6374563999301467,27,32.98278294248793,0.5371272087373036,16,97.232735089717,-1.6548941034258782,96,81.02158362023667
sample_0014,15,42.47941813314118,-0.8903770582600778,6,98.91855748647835,1.3940225959433672,94,97.54382898535707,0.7207587592734537,67,43.110648734553735,1.3245145970885108,91,6.205105263543276,-1.0473358943365787,11,67.2133880064113,2.7773608568387247,48,80.70136356658838
sample_0015,3,38.55525014916693,0.6276112125924505,54,46.236178414773335,-0.37713060377756874,70,87.2146859858875,0.26755317632475656,91,96.78876499344186,-0.35839383961089344,85,47.59759686597461,0.6282594678874105,17,41.96130214006089,-0.521074855794136,9,36.98613582407343
sample_0016,11,91.54162014667034,-0.9068077260268592,79,7.4331551360345856,-0.588577447650244,80,86.18151761459075,0.39388349597587,96,68.14070600384376,-1.861394753942005,69,26.983760481787765,-0.9552154704962744,91,14.13753263810552,0.09496429123151949,39,56.726967387754435
sample_0017,28,76.19343757430971,1.5723062561857772,30,97.73690607776359,0.9227023185246269,82,93.3818016807282,1.0312349050740015,74,31.52098471611,0.36046976996394575,88,71.52292897762982,0.3051731831289448,59,72.32311509547122,-1.69534519158956,17,79.36951838373803
sample_0018,6,50.51155557440063,-0.9009700184262551,73,84.358694559354,-1.7812239144018422,38,89.39522605525471,-0.026763401127037942,66,73.38598702055653,-0.8619828965717148,41,95.71065528560324,0.7676694887643675,66,56.31117544033528,-0.053007128257309105,24,6.0810261480477195
sample_0019,13,98.8370566721571,-2.4619797058899167,18,17.825014395796334,0.43059463910265183,2,77.62816640182929,-0.8260276428851872,39,33.0267388322916,-0.7106690191120586,65,69.0974151151564,0.0987039684153378,14,71.11270074465693,1.6727138305087361,40,60.56243361723621
sample_0020,11,46.527753127592334,-0.7888492497413011,27,90.46052531128693,-1.575321792837482,29,71.82728321618272,-0.6089515051561245,4,12.57149077846762,0.31152716606044134,70,88.69339297092034,-1.235447832122853,15,41.792220562892105,0.7049410664905743,35,83.65219838244457
sample_0021,98,5.823783082027523,-0.26130011056889496,80,34.06668208217446,1.2224116651663295,34,26.476717374475434,-0.5873741146982246,84,47.53603574556491,1.2319841203194344,80,45.30240136012063,-1.1920782645758172,21,6.626008306091169,-1.7008356270873959,1,37.235699790152644
sample_0022,4,26.22743218149849,1.0823538731623088,27,37.71119845344445,-0.25209634445833484,56,62.13400214284492,-1.0433387015436015,21,75.1023859138414,0.7395017281203867,34,77.16407371953017,1.5931210565100329,94,31.497220055072695,-0.7631789014897544,82,45.540811398128675
sample_0023,80,43.60704802193126,-1.2584148305649208,18,90.63914823621593,-0.09077809074226999,28,52.14886217058895,0.7842113034423567,36,37.76599108873212,0.4295009882938176,19,84.30434366717034,-0.7681413934931884,62,31.502075321469082,0.918181178308778,73,69.87280685593498
sample_0024,31,15.690262414612011,-1.2386461271140756,86,53.01155650353153,-0.7242492093576799,49,86.19440915809912,0.5269028286833728,10,86.91741420473429,-0.15725210258654404,1,71.08756275835424,0.7651239739437059,30,0.8679158337660864,0.6366426511995137,48,6.788471186569877
sample_0025,73,94.7565126324043,0.9605779037089842,19,13.776292939851963,-1.5827072632722123,61,49.171257349007206,-1.6650032350808377,43,38.69527040877598,-1.320435961655605,6,50.777728606956465,0.11837588533238683,0,0.9581015098923507,-0.48601526054324945,66,38.56359604206256
sample_0026,42,76.68488978177731,-1.375225117962206,12,36.9056159341804,1.26586043763205,51,12.77427635426891,-0.82632446281534,85,34.98390255067317,0.3479421169986218,95,62.586610961536806,-1.0040408610202272,74,33.07582872004433,0.39706902651827386,52,29.571077022384895
sample_0027,80,26.828720042777267,-0.17898344139169084,76,72.20974462678808,-0.17105750835929298,13,0.4972485322349174,-1.0919853548814664,52,99.82439138632667,0.7177299646924882,48,70.05069956788803,-0.5327575394612195,5,72.76233847992125,-1.1981573048555356,18,1.6994249587130805
sample_0028,68,59.08045335179158,-0.1586511834690122,42,17.41841880680167,3.208768606708029,34,67.78731204686652,0.31734600575340993,76,48.247202299006545,-0.5950823465595872,82,25.30844032214269,1.6998330137637852,86,62.40437304168749,-1.3070082810896613,25,19.59726612332601
sample_0029,44,72.1449157109572,0.21757953634296223,10,59.02311974063588,-0.8101818030595682,27,54.99083871271615,1.076509511123356,60,80.5221209713506,-0.3663634620291128,75,80.95792609149848,3.4896476094098703,8,23.901764670650905,-2.4932915149575217,53,39.58835655888493
sample_0030,8,94.1278928906798,-0.7498482103826004,47,69.52741329444169,-0.646694126582599,57,33.096290435844836,0.4481860233417833,66,80.49880560599225,1.110051924183237,8,95.03245389672733,-0.31731233288599736,51,60.276265217217116,0.9253870073427786,50,19.74287084005709
sample_0031,48,88.16353491754107,-0.9269943866745629,14,34.385357554257936,-0.8972441146699729,29,16.897215003789036,-0.7011924616466628,12,92.63693370991794,-0.3924755199501522,26,46.5239315179936,-0.3863782404371976,79,64.73775955594915,-0.1051754701019988,24,60.239831819455645
sample_0032,32,51.51922261382137,0.3348944417522922,16,69.38806887083223,-0.1761605592046869,89,46.67153224039021,-0.3189783023385535,91,8.489505445030366,-0.27056064874302543,77,70.10671831098773,-1.6382959142023927,61,52.2569922824999,0.0042221197585908,16,44.8652607336309
sample_0033,99,77.46526197930176,-0.8959958531697858,53,88.42073518293186,1.5752179077844264,6,10.028647247890564,-1.3928512565683007,10,27.12202764268423,-0.08839981199359072,1,73.7025905790354,-1.6499153920277536,57,52.13539751868225,-3.0698400718388377,73,3.94812947733848
sample_0034,99,56.2144753827585,-1.3599691901191746,49,47.21167442332409,1.0101373367736846,38,33.610848922114315,-1.3161625167818407,10,76.77480915464339,0.6655575829394212,84,66.22475475214803,-0.8572519004509404,18,36.97478730626392,-0.04963373866944031,60,27.504026431251695
sample_0035,17,55.27038900455401,1.2277999878516854,27,38.290932817978565,-1.5045538335845994,94,37.92119062356344,0.8460497149246927,84,56.260149239856496,0.29333120423822645,67,54.71151083286355,-0.44500348253773475,12,12.339436375323675,0.5510555079141456,45,1.9476770379214026
sample_0036,8,11.47419583381919,0.48809538137918235,82,25.11584013582857,1.2041200757971857,68,46.561869483796215,1.4441122031312545,84,55.961494235453394,0.21926300044799812,59,88.16479545748106,-0.025441815478882114,31,38.54838000504246,-2.089446781449352,54,35.8135179894476
sample_0037,61,12.613765801615207,1.7675023957653402,3,60.42054798633042,0.6827912861211278,34,46.662075133884684,-0.714768528809567,6,16.62153018702408,1.517869313002281,84,44.892670926889444,0.6901337767224391,99,34.533431614682755,0.04419991834825689,49,25.911001774583355
sample_0038,56,52.95336150224574,0.7839676512169459,21,87.9852048038716,0.481387826651823,51,25.700564347427722,0.04811882013253013,16,28.115301411392977,-0.4095189233776805,85,6.110295648660358,0.22087622608652624,8,59.19725928760583,-0.06650654530239263,74,68.81867821684617
sample_0039,28,26.886154497900662,-1.2681436516314983,85,32.466126718519405,-0.6842408334404285,13,85.02109816019876,0.7205237600012689,47,52.13340857167344,-0.9505339031206822,48,84.45563757121603,0.7067084702023088,48,85.62601687666084,-0.46530183887126353,10,30.740692559653226
sample_0040,77,2.103690246046863,0.09636924005999573,38,39.62355245373035,-0.6099102986274154,62,35.55435062567456,-1.6638422018388501,13,27.718136467462116,1.02209805474595,1,67.39812723165507,-0.6139488594002418,36,37.537516484038505,1.307622793779054,11,37.5158664584364
sample_0041,24,72.28392039002122,-1.015628254718246,33,40.66255175499839,0.137067233225601,35,22.958730889251633,-1.0486866116355964,62,21.028279269871508,0.23093160014119993,16,84.92586264996466,-0.07079242518472023,30,70.97352778996851,1.0676772799479255,39,72.53339318632086
sample_0042,14,3.248659669016496,-1.6516095967182838,96,56.08123417775172,-0.553162662028277,90,17.580988341059022,1.9936354852445843,63,8.775605576999613,-0.5892461965600506,82,13.85474424446943,-0.36409991015970355,30,81.18303774964684,3.3176870539849888,47,48.09176759086529
sample_0043,5,59.52768411040545,-0.44719939306998346,43,22.840896156743863,1.3126319840891338,23,32.257839450333556,-0.9577164978894083,96,15.572601192334556,-0.35986541377976694,87,3.075294050971633,-1.2667207021315745,58,21.175151373079615,-1.212927475676248,55,55.64543785958399
sample_0044,41,53.91937941273144,0.9815328752991211,41,82.22111553077043,-0.5959556761256589,39,6.755288297753436,-0.3618343094191579,74,76.8867762491973,-1.2739300271305343,19,93.43745403825014,-1.974011955045982,54,90.16501768797185,0.4286414341014754,7,84.13466637474485
sample_0045,28,96.88146905778045,0.27491271078750706,39,29.56022775042213,-1.9467643728282855,28,3.290752298097166,-0.6029343603960319,76,71.87791805847155,0.23168018278815267,75,14.772830585057427,-0.6691427506673333,18,7.044493817936059,1.4998731586280873,87,20.688830545736835
sample_0046,78,48.421313934764164,-1.390894131258771,96,70.5362690896682,-1.3014569433628809,52,60.51421968028677,-1.9947793578899735,64,4.58336843487116,-1.4614210359722641,88,80.96523320704519,-2.4809745673016015,62,90.17193387976909,-0.6921951230069082,13,98.91855285275903
sample_0047,92,6.360143637779736,-0.48234157521273674,11,51.3215741779552,-1.2379633728248656,21,61.914713604919,0.08272253850441787,33,20.328408534411103,0.6820280576307965,86,82.32099421806357,-1.132876867847411,1,16.36328926291901,1.6912558543158027,86,90.0105091840394
sample_0048,3,55.16879678064617,-0.1428665853419799,1,58.589760335275685,-0.2633480736233271,71,52.95882026382897,-0.025251624298867764,8,56.045534673271625,-0.5224007153542928,97,70.8705200549003,0.5451694612222437,44,33.71696028343156,0.36490392801279975,55,28.6552828601061
sample_0049,81,84.10961706161014,-1.6891124539708449,27,17.96087388273029,0.21606603356932427,14,76.22851952317244,0.1808512144201237,76,32.26278442367732,-1.3940308017080008,31,13.126221109287094,0.18016214656648327,95,60.52352201681634,-1.7466964294446428,53,89.293841762056
sample_0050,56,99.68492842814399,0.7131723652486122,73,73.50231981781705,0.0538004366752915,68,3.915054427707798,-0.08457555734801674,36,82.32496026795305,1.0972487866912182,50,66.73986245608076,0.021404045400808237,42,90.56833657708252,-1.2858726185056737,99,75.39561582968135
sample_0051,48,43.034317368907246,-0.22873502625875175,85,18.86205190426311,0.46090899769202065,63,93.59731082094676,-0.4598609409881913,29,78.4989307662147,2.2563943877799755,87,88.90865833268656,1.1805262912317216,97,25.570144056523525,-0.5803545409288972,16,93.07564719621517
sample_0052,43,32.02987424967425,-1.3905948609320575,80,11.347363762743912,-0.2522800240506807,3,9.506512325706051,-0.5172722003520555,40,89.15805579581095,0.43732050883858337,41,42.55316448008833,-0.7284740158847517,0,76.35739134665755,-0.0882309995583992,44,69.11351881257458
sample_0053,79,90.66532969519989,-1.4471735937410677,89,54.667949988878696,-0.2169069947406365,74,67.40229943935935,-0.5001760291599592,44,56.29312315051159,-0.28542083627746917,62,41.351685437859885,0.6819538813098218,84,71.04358082408693,1.238441032249234,4,67.44773829841586
sample_0054,74,19.124212907612137,1.100663944921611,66,70.92971369176652,1.7518599743020202,17,13.33965889408093,-0.988689718846925,46,35.207647980909854,-0.9600683448170698,88,44.285830957941904,-0.8071133415620749,60,15.970876214216712,-0.08966986278592959,2,0.3464409097531318
sample_0055,13,61.542891503292665,-0.3808130321457192,70,5.0035836434756735,1.2053575712608768,41,87.99054333077923,-0.833804612387308,6,60.60646961849178,0.2618346121051187,60,8.227189067620644,0.2774532576559205,2,47.94639445843279,1.1992935148542776,8,47.46115286750564
sample_0056,2,40.57144241809477,1.1903520289564116,71,6.939531494054208,0.4083004819045643,29,51.07132869450312,-0.9719136797303582,13,8.913667974545781,0.6367327633998244,61,89.20255690299734,0.1535485542601713,90,48.15050931776321,0.10795164816935787,83,20.026860617842303
sample_0057,61,4.108236495555529,1.5721554799027153,83,80.2679162705919,0.916670475677227,14,8.229354101797604,0.5734104938952346,47,0.9586017741467612,0.006893151495639481,2,86.91828639805104,0.2075196377161215,43,30.46118146566501,0.012379668254104165,19,32.408145916900736
sample_0058,63,34.72884743056978,1.0224482728559243,75,80.9032699507332,-1.9262151654936983,69,61.67241127000735,0.30610257045801226,5,1.7093520120355365,0.8954379229934046,88,99.79093217902863,-0.38670454127544374,6,77.99213165357953,-0.2919433019409618,82,97.88156339963415
sample_0059,44,26.52285225026746,-0.5334317466174908,98,24.53047170590812,-0.8225386189154409,54,0.9109943882201654,0.027133848181837103,33,40.75429379342162,1.5138896877040646,91,58.518314149841345,0.31932188607293716,32,92.59338523730986,0.9820245608988472,20,8.550195782617664
sample_0060,81,68.60911539434869,-2.4978471195672807,80,61.522820280020355,-0.4322035140054704,52,77.60221784402445,1.9422652108599197,79,22.80775941030633,-1.2596882006566867,75,75.11916364513857,0.39750594509097736,8,71.65724586028168,0.12947772321688975,79,72.24864704537926
sample_0061,57,94.87904976919181,0.31299630453482846,91,44.318007514465954,-0.8107659620190041,15,65.05849866461234,-0.9256953099444264,99,15.73377058000477,0.29404930171907423,25,20.267190630730468,-1.4306525137212387,29,97.29547330228147,-0.7325546823255682,32,17.29448418708732
sample_0062,19,26.804718737863777,2.091576369778548,9,63.2696041403513,-1.5457373088085276,72,21.262474936350728,1.1187768152532964,45,61.532601561817046,-1.9033319994232245,47,66.75288182241695,0.8484960689000609,17,5.046847108161234,0.3320796059592476,4,0.7401339496148296
sample_0063,57,81.14659391516817,-0.0353900781738251,85,86.28792840992251,0.4205438025657901,33,37.475091617609365,-0.26003017448777127,58,99.50950426131811,-0.8140488048248342,7,64.97328487573907,-1.2359163752366034,55,3.722268508939519,-0.4573247104776984,23,50.14187088479004
sample_0064,88,5.535981693840952,-1.989815518799147,56,7.98564245822565,1.3857477592846201,26,0.7806694488890265,0.1571646849402645,69,17.775320361553636,0.7198639579501417,4,90.12087358416125,-0.8773510038092717,89,89.38586774932467,-0.5125886709940031,62,16.12152987596931
sample_0065,56,53.81210100398132,-0.6748784964301175,96,77.79844259884543,-0.012809722999356492,12,69.3683814971205,0.6711362314607829,7,54.64214242139388,-0.0468050753869691,10,83.07927228390741,0.2419691680554044,83,89.78003696966024,1.1826485284956558,78,96.5466255981577
sample_0066,76,7.055006370989458,-0.18373327476680484,85,49.30291045210393,0.6481820456339864,99,32.26681375097192,-0.4775365376919456,23,11.972751399989379,-1.6108984195665206,41,93.84664626177631,0.5979135073989382,30,10.712078508788236,-0.15936628595244004,25,20.369673710929614
sample_0067,67,93.40329911306394,-1.0979885674197973,36,56.412694376199646,-0.04253395398756395,26,57.15889152967192,-1.0566978381736165,66,93.4236441072139,1.0499111640103982,98,86.88334727016075,0.22003100406939308,71,35.74460490689246,2.1345955514222443,88,19.203527403486788
sample_0068,77,76.63512805573902,-2.563953967979889,76,65.39313600171202,-0.44163880967673935,72,95.67276279144629,-0.8917758310250058,3,29.175516857058504,-0.543233789381639,90,86.8693894898852,0.3255604071093235,62,83.53945781128532,0.735264379855458,91,3.2166924660838148
sample_0069,96,65.79499112045923,-0.09785077021512495,90,92.26231491291074,0.9191965590177231,68,29.9466712947585,-2.106283817033566,95,87.83398200433784,0.8508872287581403,40,6.372332668871827,-1.1366876164461543,86,12.854067750164589,-0.7657782833100322,32,32.98196386789113
sample_0070,91,82.38963816246643,-0.7848762463576265,63,5.671995355173786,-1.4281909408075741,85,99.02378840873183,0.6067961573212856,0,28.307643925037684,0.5126819747349824,18,84.59619526959558,-0.5236746880555153,49,26.74280726092071,-0.8344289834215036,17,2.4111674928999127
sample_0071,51,64.75197955701631,1.7726916608999155,78,2.947635212444766,-1.8634027459455658,30,63.27283860075664,0.5827396266601188,33,80.60524801867194,-0.8331277810739236,47,60.747839450311815,-2.0503721163607103,88,68.0996036857953,-1.240759817636925,17,49.888663524312705
sample_0072,36,96.89443971742911,0.10103348798279618,85,17.826178148877347,-1.4422998219104213,2,24.208866628550496,1.583650556092384,8,20.93813334457727,0.8689061178306116,52,38.04444517659612,-0.9187853088777681,0,98.18990544779979,0.6059428711781424,37,50.56106428274087
sample_0073,7,71.39579478647715,0.46957889689839183,93,98.64477260267364,0.8535879782760883,29,43.67778830212578,0.41492890906870955,62,29.27894301534444,0.31861664019945896,54,5.651462438806232,-1.3416189757453971,81,79.71388400703923,-0.8566152273117552,32,5.324328706398596
sample_0074,43,92.46586095822468,-0.11908614349605941,39,71.50763673777757,0.08721110688608728,20,74.04531223835897,0.6552247474263606,75,19.2475365403634,0.1750476832688515,60,67.76737747680467,0.013321019523264815,18,77.73176228143873,-2.265615766346117,26,24.006227698741622
sample_0075,97,51.713189201063805,0.09373330317385331,97,61.46411190545019,0.37653797924678667,98,44.64779076830813,-0.08154635586935696,9,26.425987784965564,-0.46815122403571874,31,32.820175053761744,2.3561289626774022,63,34.26626636911369,-1.6514358038114598,48,83.21064851443516
sample_0076,4,11.706441298186265,-1.6522992883621435,59,4.7039053414747904,1.6769229934575491,5,6.8507567341552384,0.46487922081604455,9,83.48657553333153,-1.1027240394794329,45,46.777626498603475,0.7601208090554414,52,66.13430716714743,-1.1041393762021714,49,46.25447729253664
sample_0077,68,52.81777214230171,-1.0401663052212893,97,87.91102238929648,-1.1633396745511513,91,16.860366138254236,1.0895929336599202,49,63.903249754669744,-0.41868006380503087,91,68.17284370551343,-2.244860266589254,5,11.3088288930828,0.33685341611393754,14,43.46100415857717
sample_0078,30,12.68728280630933,1.0886147013193521,47,81.27568532971596,1.2041703691638679,31,79.12977457839455,0.1814722168586413,43,40.5879668837224,-0.44044834665101457,35,91.17745470241428,-1.51763740478641,16,99.22670331834992,-0.08262319786215547,76,69.87769473617982
sample_0079,44,59.249347917640506,0.20946196973019687,98,66.48000438670849,-0.396324414148629,41,64.83730757180614,-0.5212315578387503,47,97.15210270821562,0.851618968732709,17,82.54369156049984,-1.2988288180988146,45,48.05843177539902,0.9428421753324889,51,71.48819434892722
sample_0080,8,48.24930605276629,-0.3985069178825137,18,33.91308154847027,-0.5483608752467385,61,56.98254773321337,-0.22022623456152152,86,46.48615271295738,-1.6489845580494338,73,45.059712910359984,-1.7551658799899803,71,63.88078682643784,-0.9071906237979962,97,76.19626007956865
sample_0081,31,62.25753978327817,0.4861712414658739,71,7.050495556825731,0.08122037725160365,88,16.76219707554013,0.7518636032335019,5,96.97599712588514,1.470714889966858,95,38.778315744637894,-0.2824777107832254,72,87.61718986814537,-0.3243571825970377,67,83.04823250861944
sample_0082,32,1.0046981054831594,0.5058619098405933,32,58.00384879009225,0.23773625567986179,31,83.77574453503394,-0.49126340627583076,87,19.658692291086023,1.5255954175550697,17,23.977973884404747,0.22875558021718137,54,0.09649618435639828,1.7473334605404953,98,23.225064640236948
sample_0083,66,19.484049165536412,1.9908946329442072,43,71.96945714608376,-0.21054213957323978,98,96.07401095862501,0.8890663261711518,23,90.46384271149493,-0.6410038025236957,11,37.242675117596825,-1.2929813522351876,90,97.5982427596308,-0.341179097824824,18,6.638060727935102
sample_0084,29,49.13304319121309,0.1630663438855776,91,9.424035047724743,0.610314301061632,85,4.088709749066954,1.9085978716906984,84,1.3822204097494684,1.401573810671513,71,11.10463872918983,-0.22304411329846785,99,35.91593121701931,0.22445450364200248,94,38.02648786133209
sample_0085,75,95.05035615891349,-1.0625075755103008,36,63.376765979849594,0.08524307681107701,87,7.803187065385531,0.901462134831806,94,54.53032023657575,-1.0055818870854354,96,97.11055083647545,0.22021318514480237,5,33.95907413958263,-0.6562945180863302,24,85.50979106231523
sample_0086,28,38.360904035515844,-0.11569648291566763,88,28.636606788715856,-0.19933161675246008,38,88.47245033145647,0.7471359032087463,57,42.30523942920148,1.1271255468402208,45,57.391744395957886,0.6989758183447671,69,14.506333609265386,-0.22554369239194977,75,7.802866428556799
sample_0087,2,42.43720260536347,0.6075656271213766,35,76.42442212198117,-0.4162841357797811,63,81.55522540321283,0.3476322610575045,63,52.508784547197926,-0.8196590542997253,54,12.780584279521289,0.1561053524822054,67,85.81844102835412,0.4752681221146789,75,57.59537988029501
sample_0088,89,71.46960890066222,0.9956590114287024,80,53.9615850601837,0.23834646571764945,29,61.793445551129366,-0.7768694835821801,93,55.3444831947699,1.033436890887311,37,35.28060092659058,0.33040111100578506,85,87.08395358672405,0.6570935227282199,24,70.10829491413934
sample_0089,56,60.3792757286118,-1.6150318721278794,87,12.90367878104367,-1.3566578274461054,62,94.4965208986138,-0.8675819660364124,55,38.90313540677109,-1.4373932301107604,77,54.703914362065596,-0.03741064817386257,39,1.9988998944890257,0.11812915408359433,32,48.140721328229716
sample_0090,29,29.892615009833325,0.2537067194918132,20,52.6519447733236,-1.074463829979988,95,64.64305779920032,-0.8776223901494906,97,99.81978468860952,1.082852278515617,1,53.288563664086965,-1.0141980701800475,90,5.572522087331633,-0.2598355374912037,59,25.517544360660803
sample_0091,8,41.08163955674278,-0.8972549274981164,1,39.57368633667186,-0.3674500691961814,30,21.59852757295033,0.5547320688485579,81,97.65071903006259,1.288580572109615,8,3.5503368718632355,-0.7955126936948659,65,91.83416606336705,0.13020588122500582,36,32.6309481823363
sample_0092,25,21.769979885723245,-0.5666319246194422,30,18.03559682816519,0.5448750596895889,86,72.86423237169002,-0.3894628872870704,11,96.17453767045951,-1.4695730237679463,4,95.08410342291114,-1.322796752239192,8,12.286813227740156,-0.7361285703771391,91,7.165209798358607
sample_0093,1,96.60214591302085,0.8458396242433921,96,84.15157240621231,2.142850123724857,39,64.57103447456373,-0.028992391918700365,34,97.90850473765879,1.7572594429761526,97,27.53756814749446,1.4986923173282682,10,62.09274639669589,-0.21549777746110094,42,29.258354733868007
sample_0094,61,13.063438155735973,0.7462485394318988,29,1.10284484991362,-0.159325635883603,32,98.57447020100294,0.41865643065286473,70,79.30123987693986,1.0184965017247904,18,1.6184668931891188,-1.469240580740372,19,61.96504501683159,0.3323394028343585,8,4.43780075612743
sample_0095,2,37.18367845664194,-0.6781524611975589,75,31.212827687810595,-1.774231291335763,62,21.389573637479174,-0.8404212882585693,88,98.8590479026332,-1.9979920782301845,70,7.644400895028247,0.9520877708182744,42,86.97303351086543,0.9869916824665322,13,72.63249981339686
sample_0096,45,2.583897222001119,-0.15784202104008319,43,1.2595038169426753,-0.7902475096322993,24,59.7884936362599,-0.501923799627993,5,89.2360225275142,-0.48996026897986955,38,58.019490324797694,-1.4594948960263467,57,57.26541054256784,-0.9115170289562126,2,89.79952785116863
sample_0097,67,22.17794919335464,-0.5360817951208534,11,9.60069465061527,0.6588918495922302,35,78.01675222251225,0.32288280162923705,64,41.59326370324211,1.0376018056807519,41,13.778552067509686,0.767439127001189,77,43.40114113106288,-0.17720123992601125,68,63.351312845359296
sample_0098,24,78.04711383801549,2.8917029899567672,50,29.709621917308105,-0.9702821089489476,23,33.89830893381708,-0.29085386910933625,79,78.47771083834077,0.7231116118485449,16,4.172479285350327,0.9721281319000936,25,97.43807825910456,-1.005081770186085,55,65.67032229331868
sample_0099,50,20.117523228887947,0.27835816644536276,48,5.427118538937359,-1.305745257878444,94,37.96795830982377,-0.19745103155759566,59,91.20678451256258,0.11178756987727773,62,37.962646641271135,1.151985565847456,37,22.881547599897,-0.4444427910126572,25,47.21423371403862
sample_0100,12,8.00634025289656,-0.8394815912727899,23,59.663053235714116,0.6536689016140788,57,88.79018383283207,-1.0326550162967236,67,71.26060735870925,0.9279646498992755,89,62.27611923401886,-1.0414664449416313,93,26.271801768318326,1.000504177131177,52,15.603644920510806
sample_0101,43,47.44531798445233,1.3221671462211262,23,8.686290798618279,0.464880060892913,38,40.419487960888134,-0.18391151734873337,28,42.27823405656039,-0.8740291821832805,45,11.183980484161237,0.16427876433428473,35,8.476965479860798,-0.5365266011739941,40,0.772514125336965
sample_0102,34,0.9969234734518495,1.357461365683299,59,70.17136340660952,-1.4725407427567965,45,62.473285189561444,1.6521699778678494,37,6.579024201642525,0.047362940214034796,90,31.332783215131556,-0.6006433370426648,98,97.53168171549443,-0.09599526618925949,81,34.39759976105711
